Site,Volume,Page(s),Type,Area,Cult age,Age max [ka],Age dated min [ka],Age [ka BP],Longitude,Latitude
P006670,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.783,35.619
P006671,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.812,35.591
P006672,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.708,35.618
P006673,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.757,35.589
P006674,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.678,35.594
P006675,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.731,35.567
P006676,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.785,35.545
P006677,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.847,35.536
P006678,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.882,35.524
P006679,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.924,35.51
P006680,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.947,35.497
P006681,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.984,35.479
P006682,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.98,35.456
P006683,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.943,35.473
P006684,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.907,35.491
P006685,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.864,35.497
P006686,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.063,35.395
P006687,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.034,35.403
P006688,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.652,35.563
P006689,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.693,35.553
P006690,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.625,35.536
P006691,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.65,35.539
P006692,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.667,35.524
P006693,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.687,35.512
P006694,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.713,35.505
P006695,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.747,35.494
P006696,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.768,35.521
P006697,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.826,35.509
P006698,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.781,35.492
P006699,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.823,35.471
P006700,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.855,35.464
P006701,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.794,35.476
P006702,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.599,35.519
P006703,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.594,35.485
P006704,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.636,35.493
P006705,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.664,35.487
P006706,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.687,35.442
P006707,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.716,35.418
P006708,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.733,35.444
P006709,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.77,35.451
P006710,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.798,35.428
P006711,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.811,35.386
P006712,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.784,35.398
P006713,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.845,35.375
P006714,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.889,35.398
P006715,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.923,35.444
P006716,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.949,35.43
P006717,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.97,35.423
P006718,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.963,35.389
P006719,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.94,35.407
P006720,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.911,35.425
P006721,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.899,35.449
P006722,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.889,35.398
P006723,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.755,35.4
P006724,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.525,35.737
P006725,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.449,35.69
P006726,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.489,35.705
P006727,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.518,35.7
P006728,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.548,35.705
P006729,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.452,35.647
P006730,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.476,35.62
P006731,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.482,35.591
P006732,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.514,35.546
P006733,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.553,35.531
P006734,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.547,35.557
P006735,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.608,35.563
P006736,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.588,35.584
P006737,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.564,35.597
P006738,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.547,35.603
P006739,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.653,35.666
P006740,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.591,35.635
P006741,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.588,35.611
P006742,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.535,35.582
P006743,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.516,35.605
P006744,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.542,35.623
P006745,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.55,35.644
P006746,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.553,35.666
P006747,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.524,35.653
P006748,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.487,35.648
P006749,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.489,35.67
P006750,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.506,35.625
P006751,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,102.049,33.966
P006752,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,102.742,34.51
P006753,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.345,34.027
P006754,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.474,33.985
P006755,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.539,33.954
P006756,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.585,33.964
P006757,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.781,34.04
P006758,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.764,33.955
P006759,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.491,33.965
P006760,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.501,33.936
P006761,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.645,33.962
P006762,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.087,33.994
P006763,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.061,33.94
P006764,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.521,33.926
P006765,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.675,33.953
P006766,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.282,33.968
P006767,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.328,34.086
P006768,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.301,34.071
P006769,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.314,34.043
P006770,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.231,34.045
P006771,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.253,34.014
P006772,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.293,34.012
P006773,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.341,34.003
P006774,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.275,33.991
P006775,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.333,34.194
P006776,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.154,34.166
P006777,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.132,34.175
P006778,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.093,34.111
P006779,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.073,34.074
P006780,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.107,34.088
P006781,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.414,34.114
P006782,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.386,34.098
P006783,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.379,34.027
P006784,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.394,34.047
P006785,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.413,34.018
P006786,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.36,34.018
P006787,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.335,34.011
P006788,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.412,33.923
P006789,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.299,33.907
P006790,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.301,33.928
P006791,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.2,33.949
P006792,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.175,33.882
P006793,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.191,33.853
P006794,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.035,33.802
P006795,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.106,33.773
P006796,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.197,33.64
P006797,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.816,33.816
P006798,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.691,33.759
P006799,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.721,33.753
P006800,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.724,33.735
P006801,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.654,33.713
P006802,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.421,33.558
P006803,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.378,33.544
P006804,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.362,33.521
P006805,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.392,33.519
P006806,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.077,33.508
P006807,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.015,33.491
P006808,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.803,33.532
P006809,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.994,34.402
P006810,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.505,34.288
P006811,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,105.152,34.263
P006812,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.543,33.645
P006813,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.373,33.443
P006814,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.518,33.494
P006815,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.52,33.473
P006816,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.981,33.34
P006817,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.764,32.907
P006818,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.511,35.83
P006819,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.534,35.813
P006820,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,102.759,35.819
P006821,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,102.765,35.794
P006822,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,102.737,35.809
P006823,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,102.856,35.779
P006824,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,102.899,35.755
P006825,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,102.951,35.818
P006826,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.045,35.8
P006827,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.013,35.8
P006828,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.003,35.779
P006829,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,102.975,35.779
P006830,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103,35.756
P006831,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,102.967,35.744
P006832,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,102.94,35.76
P006833,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,102.906,35.682
P006834,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,102.945,35.683
P006835,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,102.93,35.647
P006836,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,102.914,35.617
P006837,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.03,35.651
P006838,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.012,35.642
P006839,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.065,35.652
P006840,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,102.991,35.63
P006841,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.02,35.718
P006842,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.043,35.699
P006843,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.069,35.704
P006844,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.155,35.702
P006845,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.252,35.719
P006846,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,102.44,35.133
P006847,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.046,35.499
P006848,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.017,35.507
P006849,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.003,35.53
P006850,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.024,35.541
P006851,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.056,35.447
P006852,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.19,35.483
P006853,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.153,35.515
P006854,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.364,35.67
P006855,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.376,35.648
P006856,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.539,35.674
P006857,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.266,35.609
P006858,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.204,35.553
P006859,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.23,35.565
P006860,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.236,35.539
P006861,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.286,35.563
P006862,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.356,35.552
P006863,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.334,35.571
P006864,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.31,35.571
P006865,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.207,35.631
P006866,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.197,35.61
P006867,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.166,35.595
P006868,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.239,35.652
P006869,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.226,35.638
P006870,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.951,35.789
P006871,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,104.08,35.818
P006872,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.672,35.524
P006873,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.752,35.574
P006874,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.738,35.553
P006875,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.358,35.427
P006876,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.389,35.41
P006877,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.397,35.448
P006878,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.479,35.493
P006879,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.468,35.473
P006880,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.526,35.422
P006881,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.583,35.413
P006882,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.584,35.443
P006883,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.636,35.433
P006884,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.609,35.474
P006885,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.604,35.503
P006886,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.539,35.33
P006887,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.579,35.357
P006888,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.628,35.365
P006889,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,103.67,35.371
